areaType,Nation,areaCode,date,newCases,cumCases,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate,ratio,newCasesper100000,cumCasesper100000
nation,England,E92000001,30/01/2021,15524,3423281,15463,3416055,61,7226,565.5,27.45181256,6053.547303
nation,England,E92000001,29/01/2021,20363,3407757,20277,3400592,86,7165,565.5,36.00884173,6026.095491
nation,England,E92000001,28/01/2021,22523,3387394,22428,3380315,95,7079,565.5,39.82847038,5990.086649
nation,England,E92000001,27/01/2021,23899,3364871,23806,3357887,93,6984,565.5,42.2617153,5950.258179
nation,England,E92000001,26/01/2021,25210,3340972,25086,3334081,124,6891,565.5,44.58001768,5907.996463
nation,England,E92000001,25/01/2021,27972,3315762,27851,3308995,121,6767,565.5,49.46419098,5863.416446
nation,England,E92000001,24/01/2021,15883,3287790,15850,3281144,33,6646,565.5,28.08664898,5813.952255
nation,England,E92000001,23/01/2021,20425,3271907,20364,3265294,61,6613,565.5,36.11847922,5785.865606
nation,England,E92000001,22/01/2021,27741,3251482,27643,3244930,98,6552,565.5,49.05570292,5749.747126
nation,England,E92000001,21/01/2021,29633,3223741,29518,3217287,115,6454,565.5,52.40141468,5700.691424
nation,England,E92000001,20/01/2021,32679,3194108,32547,3187769,132,6339,565.5,57.78779841,5648.290009
nation,England,E92000001,19/01/2021,37055,3161429,36893,3155222,162,6207,565.5,65.52608311,5590.50221
nation,England,E92000001,18/01/2021,41935,3124374,41758,3118329,177,6045,565.5,74.1556145,5524.976127
nation,England,E92000001,17/01/2021,26976,3082439,26904,3076571,72,5868,565.5,47.70291777,5450.820513
nation,England,E92000001,16/01/2021,28413,3055463,28335,3049667,78,5796,565.5,50.24403183,5403.117595
nation,England,E92000001,15/01/2021,37879,3027050,37760,3021332,119,5718,565.5,66.98320071,5352.873563
nation,England,E92000001,14/01/2021,39658,2989171,39526,2983572,132,5599,565.5,70.1290893,5285.890363
nation,England,E92000001,13/01/2021,42303,2949513,42198,2944046,105,5467,565.5,74.80636605,5215.761273
nation,England,E92000001,12/01/2021,45968,2907210,45798,2901848,170,5362,565.5,81.28735632,5140.954907
nation,England,E92000001,11/01/2021,53519,2861242,53344,2856050,175,5192,565.5,94.64014147,5059.667551
nation,England,E92000001,10/01/2021,33749,2807723,33692,2802706,57,5017,565.5,59.67992927,4965.027409
nation,England,E92000001,09/01/2021,36419,2773974,36348,2769014,71,4960,565.5,64.40141468,4905.34748
nation,England,E92000001,08/01/2021,43494,2737555,43381,2732666,113,4889,565.5,76.91246684,4840.946065
nation,England,E92000001,07/01/2021,48132,2694061,48018,2689285,114,4776,565.5,85.11405836,4764.033599
nation,England,E92000001,06/01/2021,52752,2645929,52622,2641267,130,4662,565.5,93.28381963,4678.91954
nation,England,E92000001,05/01/2021,59600,2593177,59427,2588645,173,4532,565.5,105.3934571,4585.635721
nation,England,E92000001,04/01/2021,70920,2533577,70761,2529218,159,4359,565.5,125.4111406,4480.242263
nation,England,E92000001,03/01/2021,50664,2462657,50599,2458457,65,4200,565.5,89.59151194,4354.831123
nation,England,E92000001,02/01/2021,55428,2411993,55345,2407858,83,4135,565.5,98.01591512,4265.239611
nation,England,E92000001,01/01/2021,28879,2356565,28836,2352513,43,4052,565.5,51.06808134,4167.223696
nation,England,E92000001,31/12/2020,47824,2327686,47760,2323677,64,4009,565.5,84.5694076,4116.155615
nation,England,E92000001,30/12/2020,64243,2279862,64131,2275917,112,3945,565.5,113.6038904,4031.586207
nation,England,E92000001,29/12/2020,74058,2215619,73926,2211786,132,3833,565.5,130.9602122,3917.982317
nation,England,E92000001,28/12/2020,40845,2141561,40798,2137860,47,3701,565.5,72.22811671,3787.022104
nation,England,E92000001,27/12/2020,43250,2100716,43200,2097062,50,3654,565.5,76.48099027,3714.793988
nation,England,E92000001,26/12/2020,37462,2057466,37421,2053862,41,3604,565.5,66.24580018,3638.312997
nation,England,E92000001,25/12/2020,12926,2020004,12906,2016441,20,3563,565.5,22.8576481,3572.067197
nation,England,E92000001,24/12/2020,29287,2007078,29244,2003535,43,3543,565.5,51.78956676,3549.209549
nation,England,E92000001,23/12/2020,38383,1977791,38327,1974291,56,3500,565.5,67.87444739,3497.419982
nation,England,E92000001,22/12/2020,41741,1939408,41658,1935964,83,3444,565.5,73.81255526,3429.545535
nation,England,E92000001,21/12/2020,43446,1897667,43383,1894306,63,3361,565.5,76.82758621,3355.73298
nation,England,E92000001,20/12/2020,29556,1854221,29523,1850923,33,3298,565.5,52.26525199,3278.905393
nation,England,E92000001,19/12/2020,22195,1824665,22167,1821400,28,3265,565.5,39.2484527,3226.640141
nation,England,E92000001,18/12/2020,32426,1802470,32380,1799233,46,3237,565.5,57.34040672,3187.391689
nation,England,E92000001,17/12/2020,30159,1770044,30115,1766853,44,3191,565.5,53.33156499,3130.051282
nation,England,E92000001,16/12/2020,30650,1739885,30612,1736738,38,3147,565.5,54.19982317,3076.719717
nation,England,E92000001,15/12/2020,29652,1709235,29609,1706126,43,3109,565.5,52.43501326,3022.519894
nation,England,E92000001,14/12/2020,30019,1679583,29975,1676517,44,3066,565.5,53.08399646,2970.084881
nation,England,E92000001,13/12/2020,18409,1649564,18391,1646542,18,3022,565.5,32.55349248,2917.000884
nation,England,E92000001,12/12/2020,16268,1631155,16241,1628151,27,3004,565.5,28.76746242,2884.447392
nation,England,E92000001,11/12/2020,20177,1614887,20142,1611910,35,2977,565.5,35.67992927,2855.679929
nation,England,E92000001,10/12/2020,18850,1594710,18819,1591768,31,2942,565.5,33.33333333,2820
nation,England,E92000001,09/12/2020,17744,1575860,17708,1572949,36,2911,565.5,31.377542,2786.666667
nation,England,E92000001,08/12/2020,16937,1558116,16902,1555241,35,2875,565.5,29.9504863,2755.289125
nation,England,E92000001,07/12/2020,17662,1541179,17626,1538339,36,2840,565.5,31.23253758,2725.338638
nation,England,E92000001,06/12/2020,11036,1523517,11022,1520713,14,2804,565.5,19.51547303,2694.106101
nation,England,E92000001,05/12/2020,10302,1512481,10295,1509691,7,2790,565.5,18.21750663,2674.590628
nation,England,E92000001,04/12/2020,13065,1502179,13045,1499396,20,2783,565.5,23.10344828,2656.373121
nation,England,E92000001,03/12/2020,12762,1489114,12734,1486351,28,2763,565.5,22.56763926,2633.269673
nation,England,E92000001,02/12/2020,13662,1476352,13636,1473617,26,2735,565.5,24.15915119,2610.702034
nation,England,E92000001,01/12/2020,13731,1462690,13700,1459981,31,2709,565.5,24.28116711,2586.542882
nation,England,E92000001,30/11/2020,15228,1448959,15203,1446281,25,2678,565.5,26.92838196,2562.261715
nation,England,E92000001,29/11/2020,9068,1433731,9056,1431078,12,2653,565.5,16.03536693,2535.333333
nation,England,E92000001,28/11/2020,9347,1424663,9332,1422022,15,2641,565.5,16.52873563,2519.297966
nation,England,E92000001,27/11/2020,12459,1415316,12436,1412690,23,2626,565.5,22.03183024,2502.769231
nation,England,E92000001,26/11/2020,12459,1402857,12441,1400254,18,2603,565.5,22.03183024,2480.737401
nation,England,E92000001,25/11/2020,14155,1390398,14130,1387813,25,2585,565.5,25.03094607,2458.70557
nation,England,E92000001,24/11/2020,14266,1376243,14240,1373683,26,2560,565.5,25.22723254,2433.674624
nation,England,E92000001,23/11/2020,16472,1361977,16449,1359443,23,2534,565.5,29.12820513,2408.447392
nation,England,E92000001,22/11/2020,10216,1345505,10206,1342994,10,2511,565.5,18.06542882,2379.319187
nation,England,E92000001,21/11/2020,10806,1335289,10794,1332788,12,2501,565.5,19.10875332,2361.253758
nation,England,E92000001,20/11/2020,14960,1324483,14936,1321994,24,2489,565.5,26.45446508,2342.145004
nation,England,E92000001,19/11/2020,15797,1309523,15775,1307058,22,2465,565.5,27.93457118,2315.690539
nation,England,E92000001,18/11/2020,18545,1293726,18512,1291283,33,2443,565.5,32.79398762,2287.755968
nation,England,E92000001,17/11/2020,20677,1275181,20655,1272771,22,2410,565.5,36.56410256,2254.961981
nation,England,E92000001,16/11/2020,24136,1254504,24108,1252116,28,2388,565.5,42.68081344,2218.397878
nation,England,E92000001,15/11/2020,14422,1230368,14409,1228008,13,2360,565.5,25.50309461,2175.717065
nation,England,E92000001,14/11/2020,16290,1215946,16278,1213599,12,2347,565.5,28.80636605,2150.21397
nation,England,E92000001,13/11/2020,22008,1199656,21982,1197321,26,2335,565.5,38.91777188,2121.407604
nation,England,E92000001,12/11/2020,22320,1177648,22289,1175339,31,2309,565.5,39.46949602,2082.489832
nation,England,E92000001,11/11/2020,25065,1155328,25036,1153050,29,2278,565.5,44.32360743,2043.020336
nation,England,E92000001,10/11/2020,24836,1130263,24803,1128014,33,2249,565.5,43.91865606,1998.696729
nation,England,E92000001,09/11/2020,28560,1105427,28518,1103211,42,2216,565.5,50.50397878,1954.778073
nation,England,E92000001,08/11/2020,18272,1076867,18254,1074693,18,2174,565.5,32.311229,1904.274094
nation,England,E92000001,07/11/2020,16888,1058595,16877,1056439,11,2156,565.5,29.86383731,1871.962865
nation,England,E92000001,06/11/2020,21179,1041707,21145,1039562,34,2145,565.5,37.45181256,1842.099027
nation,England,E92000001,05/11/2020,21206,1020528,21168,1018417,38,2111,565.5,37.49955791,1804.647215
nation,England,E92000001,04/11/2020,21053,999322,21021,997249,32,2073,565.5,37.22900088,1767.147657
nation,England,E92000001,03/11/2020,22690,978269,22649,976228,41,2041,565.5,40.12378426,1729.918656
nation,England,E92000001,02/11/2020,28394,955579,28356,953579,38,2000,565.5,50.21043324,1689.794872
nation,England,E92000001,01/11/2020,13611,927185,13591,925223,20,1962,565.5,24.06896552,1639.584439
nation,England,E92000001,31/10/2020,14565,913574,14549,911632,16,1942,565.5,25.75596817,1615.515473
nation,England,E92000001,30/10/2020,19899,899009,19871,897083,28,1926,565.5,35.18832891,1589.759505
nation,England,E92000001,29/10/2020,20257,879110,20227,877212,30,1898,565.5,35.82139699,1554.571176
nation,England,E92000001,28/10/2020,20547,858853,20523,856985,24,1868,565.5,36.33421751,1518.749779
nation,England,E92000001,27/10/2020,20762,838306,20741,836462,21,1844,565.5,36.71441202,1482.415561
nation,England,E92000001,26/10/2020,23033,817544,23008,815721,25,1823,565.5,40.73032714,1445.701149
nation,England,E92000001,25/10/2020,13353,794511,13344,792713,9,1798,565.5,23.6127321,1404.970822
nation,England,E92000001,24/10/2020,13713,781158,13696,779369,17,1789,565.5,24.24933687,1381.35809
nation,England,E92000001,23/10/2020,18359,767445,18329,765673,30,1772,565.5,32.46507515,1357.108753
nation,England,E92000001,22/10/2020,19866,749086,19849,747344,17,1742,565.5,35.12997347,1324.643678
nation,England,E92000001,21/10/2020,21762,729220,21735,727495,27,1725,565.5,38.48275862,1289.513705
nation,England,E92000001,20/10/2020,21638,707458,21590,705760,48,1698,565.5,38.26348364,1251.030946
nation,England,E92000001,19/10/2020,22369,685820,22342,684170,27,1650,565.5,39.556145,1212.767462
nation,England,E92000001,18/10/2020,11982,663451,11966,661828,16,1623,565.5,21.18832891,1173.211317
nation,England,E92000001,17/10/2020,12487,651469,12472,649862,15,1607,565.5,22.08134394,1152.022989
nation,England,E92000001,16/10/2020,14761,638982,14730,637390,31,1592,565.5,26.1025641,1129.941645
nation,England,E92000001,15/10/2020,15428,624221,15393,622660,35,1561,565.5,27.28205128,1103.83908
nation,England,E92000001,14/10/2020,16646,608793,16626,607267,20,1526,565.5,29.43589744,1076.557029
nation,England,E92000001,13/10/2020,15660,592147,15625,590641,35,1506,565.5,27.69230769,1047.121132
nation,England,E92000001,12/10/2020,16420,576487,16395,575016,25,1471,565.5,29.03625111,1019.428824
nation,England,E92000001,11/10/2020,9781,560067,9772,558621,9,1446,565.5,17.29619805,990.3925729
nation,England,E92000001,10/10/2020,10301,550286,10287,548849,14,1437,565.5,18.21573828,973.0963749
nation,England,E92000001,09/10/2020,13159,539985,13131,538562,28,1423,565.5,23.26967286,954.8806366
nation,England,E92000001,08/10/2020,15452,526826,15434,525431,18,1395,565.5,27.3244916,931.6109637
nation,England,E92000001,07/10/2020,15418,511374,15387,509997,31,1377,565.5,27.26436782,904.2864721
nation,England,E92000001,06/10/2020,14458,495956,14430,494610,28,1346,565.5,25.56675508,877.0221043
nation,England,E92000001,05/10/2020,14218,481498,14184,480180,34,1318,565.5,25.1423519,851.4553492
nation,England,E92000001,04/10/2020,9966,467280,9957,465996,9,1284,565.5,17.62334218,826.3129973
nation,England,E92000001,03/10/2020,9820,457314,9810,456039,10,1275,565.5,17.36516357,808.6896552
nation,England,E92000001,02/10/2020,11719,447494,11692,446229,27,1265,565.5,20.72325376,791.3244916
nation,England,E92000001,01/10/2020,11444,435775,11416,434537,28,1238,565.5,20.23695844,770.6012378
nation,England,E92000001,30/09/2020,10663,424331,10632,423121,31,1210,565.5,18.85587975,750.3642794
nation,England,E92000001,29/09/2020,8832,413668,8797,412489,35,1179,565.5,15.61803714,731.5083996
nation,England,E92000001,28/09/2020,8641,404836,8625,403692,16,1144,565.5,15.28028294,715.8903625
nation,England,E92000001,27/09/2020,6084,396195,6075,395067,9,1128,565.5,10.75862069,700.6100796
nation,England,E92000001,26/09/2020,5704,390111,5699,388992,5,1119,565.5,10.08664898,689.8514589
nation,England,E92000001,25/09/2020,6105,384407,6090,383293,15,1114,565.5,10.79575597,679.7648099
nation,England,E92000001,24/09/2020,6361,378302,6340,377203,21,1099,565.5,11.2484527,668.9690539
nation,England,E92000001,23/09/2020,5933,371941,5913,370863,20,1078,565.5,10.49160035,657.7206012
nation,England,E92000001,22/09/2020,5400,366008,5379,364950,21,1058,565.5,9.549071618,647.2290009
nation,England,E92000001,21/09/2020,4727,360608,4715,359571,12,1037,565.5,8.358974359,637.6799293
nation,England,E92000001,20/09/2020,4652,355881,4645,354856,7,1025,565.5,8.226348364,629.3209549
nation,England,E92000001,19/09/2020,4215,351229,4210,350211,5,1018,565.5,7.453580902,621.0946065
nation,England,E92000001,18/09/2020,4290,347014,4266,346001,24,1013,565.5,7.586206897,613.6410256
nation,England,E92000001,17/09/2020,3979,342724,3959,341735,20,989,565.5,7.036251105,606.0548187
nation,England,E92000001,16/09/2020,3778,338745,3753,337776,25,969,565.5,6.680813439,599.0185676
nation,England,E92000001,15/09/2020,3057,334967,3032,334023,25,944,565.5,5.405835544,592.3377542
nation,England,E92000001,14/09/2020,2941,331910,2915,330991,26,919,565.5,5.200707339,586.9319187
nation,England,E92000001,13/09/2020,1722,328969,1719,328076,3,893,565.5,3.045092838,581.7312113
nation,England,E92000001,12/09/2020,2224,327247,2215,326357,9,890,565.5,3.932802829,578.6861185
nation,England,E92000001,11/09/2020,2893,325023,2868,324142,25,881,565.5,5.115826702,574.7533156
nation,England,E92000001,10/09/2020,3143,322130,3123,321274,20,856,565.5,5.557913351,569.6374889
nation,England,E92000001,09/09/2020,2893,318987,2873,318151,20,836,565.5,5.115826702,564.0795756
nation,England,E92000001,08/09/2020,3071,316094,3035,315278,36,816,565.5,5.430592396,558.9637489
nation,England,E92000001,07/09/2020,3530,313023,3482,312243,48,780,565.5,6.242263484,553.5331565
nation,England,E92000001,06/09/2020,2079,309493,2069,308761,10,732,565.5,3.676392573,547.290893
nation,England,E92000001,05/09/2020,2200,307414,2195,306692,5,722,565.5,3.890362511,543.6145004
nation,England,E92000001,04/09/2020,2637,305214,2605,304497,32,717,565.5,4.663129973,539.7241379
nation,England,E92000001,03/09/2020,2716,302577,2671,301892,45,685,565.5,4.802829355,535.061008
nation,England,E92000001,02/09/2020,2696,299861,2643,299221,53,640,565.5,4.767462423,530.2581786
nation,England,E92000001,01/09/2020,1962,297165,1941,296578,21,587,565.5,3.469496021,525.4907162
nation,England,E92000001,31/08/2020,1279,295203,1272,294637,7,566,565.5,2.261715296,522.0212202
nation,England,E92000001,30/08/2020,987,293924,983,293365,4,559,565.5,1.74535809,519.7595049
nation,England,E92000001,29/08/2020,1051,292937,1047,292382,4,555,565.5,1.858532272,518.0141468
nation,England,E92000001,28/08/2020,1395,291886,1386,291335,9,551,565.5,2.466843501,516.1556145
nation,England,E92000001,27/08/2020,1356,290491,1330,289949,26,542,565.5,2.397877984,513.688771
nation,England,E92000001,26/08/2020,1181,289135,1156,288619,25,516,565.5,2.08841733,511.290893
nation,England,E92000001,25/08/2020,1085,287954,1069,287463,16,491,565.5,1.918656057,509.2024757
nation,England,E92000001,24/08/2020,1156,286869,1145,286394,11,475,565.5,2.044208665,507.2838196
nation,England,E92000001,23/08/2020,704,285713,701,285249,3,464,565.5,1.244916004,505.239611
nation,England,E92000001,22/08/2020,732,285009,727,284548,5,461,565.5,1.294429708,503.994695
nation,England,E92000001,21/08/2020,1031,284277,1014,283821,17,456,565.5,1.82316534,502.7002653
nation,England,E92000001,20/08/2020,1254,283246,1231,282807,23,439,565.5,2.217506631,500.8770999
nation,England,E92000001,19/08/2020,1109,281992,1086,281576,23,416,565.5,1.961096375,498.6595933
nation,England,E92000001,18/08/2020,955,280883,939,280490,16,393,565.5,1.688770999,496.6984969
nation,England,E92000001,17/08/2020,1159,279928,1150,279551,9,377,565.5,2.049513705,495.0097259
nation,England,E92000001,16/08/2020,534,278769,529,278401,5,368,565.5,0.944297082,492.9602122
nation,England,E92000001,15/08/2020,656,278235,655,277872,1,363,565.5,1.160035367,492.0159151
nation,England,E92000001,14/08/2020,1059,277579,1040,277217,19,362,565.5,1.872679045,490.8558798
nation,England,E92000001,13/08/2020,1036,276520,1030,276177,6,343,565.5,1.832007073,488.9832007
nation,England,E92000001,12/08/2020,1126,275484,1107,275147,19,337,565.5,1.991158267,487.1511936
nation,England,E92000001,11/08/2020,1247,274358,1221,274040,26,318,565.5,2.205128205,485.1600354
nation,England,E92000001,10/08/2020,1375,273111,1361,272819,14,292,565.5,2.431476569,482.9549072
nation,England,E92000001,09/08/2020,569,271736,565,271458,4,278,565.5,1.006189213,480.5234306
nation,England,E92000001,08/08/2020,648,271167,642,270893,6,274,565.5,1.145888594,479.5172414
nation,England,E92000001,07/08/2020,892,270519,881,270251,11,268,565.5,1.577365164,478.3713528
nation,England,E92000001,06/08/2020,1005,269627,991,269370,14,257,565.5,1.777188329,476.7939876
nation,England,E92000001,05/08/2020,973,268622,951,268379,22,243,565.5,1.720601238,475.0167993
nation,England,E92000001,04/08/2020,965,267649,938,267428,27,221,565.5,1.706454465,473.2961981
nation,England,E92000001,03/08/2020,963,266684,947,266490,16,194,565.5,1.702917772,471.5897436
nation,England,E92000001,02/08/2020,518,265721,514,265543,4,178,565.5,0.916003537,469.8868258
nation,England,E92000001,01/08/2020,508,265203,503,265029,5,174,565.5,0.898320071,468.9708223
nation,England,E92000001,31/07/2020,644,264695,635,264526,9,169,565.5,1.138815208,468.0725022
nation,England,E92000001,30/07/2020,879,264051,864,263891,15,160,565.5,1.554376658,466.933687
nation,England,E92000001,29/07/2020,994,263172,979,263027,15,145,565.5,1.757736516,465.3793103
nation,England,E92000001,28/07/2020,796,262178,783,262048,13,130,565.5,1.40760389,463.6215738
nation,England,E92000001,27/07/2020,824,261382,814,261265,10,117,565.5,1.457117595,462.2139699
nation,England,E92000001,26/07/2020,518,260558,517,260451,1,107,565.5,0.916003537,460.7568523
nation,England,E92000001,25/07/2020,499,260040,496,259934,3,106,565.5,0.882404951,459.8408488
nation,England,E92000001,24/07/2020,720,259541,712,259438,8,103,565.5,1.273209549,458.9584439
nation,England,E92000001,23/07/2020,741,258821,736,258726,5,95,565.5,1.310344828,457.6852343
nation,England,E92000001,22/07/2020,764,258080,756,257990,8,90,565.5,1.351016799,456.3748895
nation,England,E92000001,21/07/2020,697,257316,691,257234,6,82,565.5,1.232537577,455.0238727
nation,England,E92000001,20/07/2020,769,256619,759,256543,10,76,565.5,1.359858532,453.7913351
nation,England,E92000001,19/07/2020,419,255850,414,255784,5,66,565.5,0.740937224,452.4314766
nation,England,E92000001,18/07/2020,473,255431,471,255370,2,61,565.5,0.83642794,451.6905393
nation,England,E92000001,17/07/2020,548,254958,547,254899,1,59,565.5,0.969053935,450.8541114
nation,England,E92000001,16/07/2020,644,254410,639,254352,5,58,565.5,1.138815208,449.8850575
nation,England,E92000001,15/07/2020,726,253766,722,253713,4,53,565.5,1.283819629,448.7462423
nation,England,E92000001,14/07/2020,661,253040,657,252991,4,49,565.5,1.1688771,447.4624226
nation,England,E92000001,13/07/2020,694,252379,694,252334,0,45,565.5,1.227232538,446.2935455
nation,England,E92000001,12/07/2020,351,251685,351,251640,0,45,565.5,0.620689655,445.066313
nation,England,E92000001,11/07/2020,432,251334,428,251289,4,45,565.5,0.763925729,444.4456233
nation,England,E92000001,10/07/2020,524,250902,521,250861,3,41,565.5,0.926613616,443.6816976
nation,England,E92000001,09/07/2020,688,250378,682,250340,6,38,565.5,1.216622458,442.755084
nation,England,E92000001,08/07/2020,682,249690,676,249658,6,32,565.5,1.206012378,441.5384615
nation,England,E92000001,07/07/2020,565,249008,562,248982,3,26,565.5,0.999115827,440.3324492
nation,England,E92000001,06/07/2020,664,248443,660,248420,4,23,565.5,1.17418214,439.3333333
nation,England,E92000001,05/07/2020,544,247779,543,247760,1,19,565.5,0.961980548,438.1591512
nation,England,E92000001,04/07/2020,385,247235,385,247217,0,18,565.5,0.680813439,437.1971706
nation,England,E92000001,03/07/2020,536,246850,535,246832,1,18,565.5,0.947833775,436.5163572
nation,England,E92000001,02/07/2020,561,246314,557,246297,4,17,565.5,0.99204244,435.5685234
nation,England,E92000001,01/07/2020,607,245753,604,245740,3,13,565.5,1.073386384,434.576481
nation,England,E92000001,30/06/2020,578,245146,577,245136,1,10,565.5,1.022104332,433.5030946
nation,England,E92000001,29/06/2020,666,244568,664,244559,2,9,565.5,1.177718833,432.4809903
nation,England,E92000001,28/06/2020,413,243902,412,243895,1,7,565.5,0.730327144,431.3032714
nation,England,E92000001,27/06/2020,506,243489,504,243483,2,6,565.5,0.894783378,430.5729443
nation,England,E92000001,26/06/2020,640,242983,639,242979,1,4,565.5,1.131741821,429.6781609
nation,England,E92000001,25/06/2020,643,242343,643,242340,0,3,565.5,1.137046861,428.5464191
nation,England,E92000001,24/06/2020,732,241700,731,241697,1,3,565.5,1.294429708,427.4093722
nation,England,E92000001,23/06/2020,727,240968,726,240966,1,2,565.5,1.285587975,426.1149425
nation,England,E92000001,22/06/2020,821,240241,821,240240,0,1,565.5,1.451812555,424.8293546
nation,England,E92000001,21/06/2020,550,239420,550,239419,0,1,565.5,0.972590628,423.377542
nation,England,E92000001,20/06/2020,626,238870,626,238869,0,1,565.5,1.106984969,422.4049514
nation,England,E92000001,19/06/2020,818,238244,817,238243,1,1,565.5,1.446507515,421.2979664
nation,England,E92000001,18/06/2020,938,237426,938,237426,,,565.5,1.658709107,419.8514589
nation,England,E92000001,17/06/2020,914,236488,914,236488,,,565.5,1.616268789,418.1927498
nation,England,E92000001,16/06/2020,996,235574,996,235574,,,565.5,1.76127321,416.576481
nation,England,E92000001,15/06/2020,944,234578,944,234578,,,565.5,1.669319187,414.8152078
nation,England,E92000001,14/06/2020,752,233634,752,233634,,,565.5,1.32979664,413.1458886
nation,England,E92000001,13/06/2020,785,232882,785,232882,,,565.5,1.388152078,411.816092
nation,England,E92000001,12/06/2020,938,232097,938,232097,,,565.5,1.658709107,410.4279399
nation,England,E92000001,11/06/2020,915,231159,915,231159,,,565.5,1.618037135,408.7692308
nation,England,E92000001,10/06/2020,1086,230244,1086,230244,,,565.5,1.920424403,407.1511936
nation,England,E92000001,09/06/2020,1066,229158,1066,229158,,,565.5,1.885057471,405.2307692
nation,England,E92000001,08/06/2020,990,228092,990,228092,,,565.5,1.75066313,403.3457118
nation,England,E92000001,07/06/2020,668,227102,668,227102,,,565.5,1.181255526,401.5950486
nation,England,E92000001,06/06/2020,723,226434,723,226434,,,565.5,1.278514589,400.4137931
nation,England,E92000001,05/06/2020,1020,225711,1020,225711,,,565.5,1.803713528,399.1352785
nation,England,E92000001,04/06/2020,1147,224691,1147,224691,,,565.5,2.028293546,397.331565
nation,England,E92000001,03/06/2020,1251,223544,1251,223544,,,565.5,2.212201592,395.3032714
nation,England,E92000001,02/06/2020,1365,222293,1365,222293,,,565.5,2.413793103,393.0910698
nation,England,E92000001,01/06/2020,1319,220928,1319,220928,,,565.5,2.33244916,390.6772767
nation,England,E92000001,31/05/2020,984,219609,984,219609,,,565.5,1.74005305,388.3448276
nation,England,E92000001,30/05/2020,1010,218625,1010,218625,,,565.5,1.786030062,386.6047745
nation,England,E92000001,29/05/2020,1374,217615,1374,217615,,,565.5,2.429708223,384.8187445
nation,England,E92000001,28/05/2020,1575,216241,1575,216241,,,565.5,2.785145889,382.3890363
nation,England,E92000001,27/05/2020,1616,214666,1616,214666,,,565.5,2.857648099,379.6038904
nation,England,E92000001,26/05/2020,1461,213050,1461,213050,,,565.5,2.583554377,376.7462423
nation,England,E92000001,25/05/2020,1389,211589,1389,211589,,,565.5,2.456233422,374.1626879
nation,England,E92000001,24/05/2020,1206,210200,1206,210200,,,565.5,2.132625995,371.7064545
nation,England,E92000001,23/05/2020,1309,208994,1309,208994,,,565.5,2.314765694,369.5738285
nation,England,E92000001,22/05/2020,1798,207685,1798,207685,,,565.5,3.179487179,367.2590628
nation,England,E92000001,21/05/2020,2277,205887,2277,205887,,,565.5,4.026525199,364.0795756
nation,England,E92000001,20/05/2020,2359,203610,2359,203610,,,565.5,4.17152962,360.0530504
nation,England,E92000001,19/05/2020,2602,201251,2602,201251,,,565.5,4.601237843,355.8815208
nation,England,E92000001,18/05/2020,2226,198649,2226,198649,,,565.5,3.936339523,351.2802829
nation,England,E92000001,17/05/2020,1593,196423,1593,196423,,,565.5,2.816976127,347.3439434
nation,England,E92000001,16/05/2020,1781,194830,1781,194830,,,565.5,3.149425287,344.5269673
nation,England,E92000001,15/05/2020,2145,193049,2145,193049,,,565.5,3.793103448,341.377542
nation,England,E92000001,14/05/2020,2222,190904,2222,190904,,,565.5,3.929266136,337.5844385
nation,England,E92000001,13/05/2020,2899,188682,2899,188682,,,565.5,5.126436782,333.6551724
nation,England,E92000001,12/05/2020,2940,185783,2940,185783,,,565.5,5.198938992,328.5287356
nation,England,E92000001,11/05/2020,3088,182843,3088,182843,,,565.5,5.460654288,323.3297966
nation,England,E92000001,10/05/2020,2013,179755,2013,179755,,,565.5,3.559681698,317.8691424
nation,England,E92000001,09/05/2020,1797,177742,1797,177742,,,565.5,3.177718833,314.3094607
nation,England,E92000001,08/05/2020,2622,175945,2622,175945,,,565.5,4.636604775,311.1317418
nation,England,E92000001,07/05/2020,3205,173323,3205,173323,,,565.5,5.66755084,306.495137
nation,England,E92000001,06/05/2020,3264,170118,3264,170118,,,565.5,5.771883289,300.8275862
nation,England,E92000001,05/05/2020,3148,166854,3148,166854,,,565.5,5.566755084,295.0557029
nation,England,E92000001,04/05/2020,2851,163706,2851,163706,,,565.5,5.041556145,289.4889478
nation,England,E92000001,03/05/2020,2648,160855,2648,160855,,,565.5,4.682581786,284.4473917
nation,England,E92000001,02/05/2020,2762,158207,2762,158207,,,565.5,4.884173298,279.7648099
nation,England,E92000001,01/05/2020,4109,155445,4109,155445,,,565.5,7.266136163,274.8806366
nation,England,E92000001,30/04/2020,4314,151336,4314,151336,,,565.5,7.628647215,267.6145004
nation,England,E92000001,29/04/2020,4737,147022,4737,147022,,,565.5,8.376657825,259.9858532
nation,England,E92000001,28/04/2020,4113,142285,4113,142285,,,565.5,7.273209549,251.6091954
nation,England,E92000001,27/04/2020,4056,138172,4056,138172,,,565.5,7.172413793,244.3359859
nation,England,E92000001,26/04/2020,3137,134116,3137,134116,,,565.5,5.547303271,237.1635721
nation,England,E92000001,25/04/2020,3381,130979,3381,130979,,,565.5,5.978779841,231.6162688
nation,England,E92000001,24/04/2020,4352,127598,4352,127598,,,565.5,7.695844385,225.6374889
