areaType,Nation,areaCode,date,newAdmissions,cumAdmissions,Ratio,newAdmissionsper100000,cumAdmissionper100000
nation,England,E92000001,15/01/2022,1604,573753,565.5,2.83642794,1014.594164
nation,England,E92000001,14/01/2022,1692,572149,565.5,2.99204244,1011.757737
nation,England,E92000001,13/01/2022,1916,570457,565.5,3.388152078,1008.765694
nation,England,E92000001,12/01/2022,1955,568541,565.5,3.457117595,1005.377542
nation,England,E92000001,11/01/2022,2127,566586,565.5,3.76127321,1001.920424
nation,England,E92000001,10/01/2022,2180,564459,565.5,3.854995579,998.1591512
nation,England,E92000001,09/01/2022,1975,562279,565.5,3.492484527,994.3041556
nation,England,E92000001,08/01/2022,1862,560304,565.5,3.292661362,990.8116711
nation,England,E92000001,07/01/2022,1772,558442,565.5,3.133510168,987.5190097
nation,England,E92000001,06/01/2022,2043,556670,565.5,3.612732095,984.3854996
nation,England,E92000001,05/01/2022,2139,554627,565.5,3.782493369,980.7727675
nation,England,E92000001,04/01/2022,2101,552488,565.5,3.715296198,976.9902741
nation,England,E92000001,03/01/2022,2219,550387,565.5,3.923961096,973.2749779
nation,England,E92000001,02/01/2022,1881,548168,565.5,3.326259947,969.3510168
nation,England,E92000001,01/01/2022,1819,546287,565.5,3.216622458,966.0247569
nation,England,E92000001,31/12/2021,1781,544468,565.5,3.149425287,962.8081344
nation,England,E92000001,30/12/2021,2114,542687,565.5,3.738284704,959.6587091
nation,England,E92000001,29/12/2021,2370,540573,565.5,4.190981432,955.9204244
nation,England,E92000001,28/12/2021,2082,538203,565.5,3.681697613,951.729443
nation,England,E92000001,27/12/2021,1751,536121,565.5,3.096374889,948.0477454
nation,England,E92000001,26/12/2021,1374,534370,565.5,2.429708223,944.9513705
nation,England,E92000001,25/12/2021,1281,532996,565.5,2.265251989,942.5216622
nation,England,E92000001,24/12/2021,1020,531715,565.5,1.803713528,940.2564103
nation,England,E92000001,23/12/2021,1252,530695,565.5,2.213969938,938.4526967
nation,England,E92000001,22/12/2021,1246,529443,565.5,2.203359859,936.2387268
nation,England,E92000001,21/12/2021,1098,528197,565.5,1.941644562,934.0353669
nation,England,E92000001,20/12/2021,1061,527099,565.5,1.876215738,932.0937224
nation,England,E92000001,19/12/2021,926,526038,565.5,1.637488948,930.2175066
nation,England,E92000001,18/12/2021,735,525112,565.5,1.299734748,928.5800177
nation,England,E92000001,17/12/2021,743,524377,565.5,1.313881521,927.2802829
nation,England,E92000001,16/12/2021,777,523634,565.5,1.374005305,925.9664014
nation,England,E92000001,15/12/2021,805,522857,565.5,1.42351901,924.5923961
nation,England,E92000001,14/12/2021,815,522052,565.5,1.441202476,923.1688771
nation,England,E92000001,13/12/2021,794,521237,565.5,1.404067197,921.7276746
nation,England,E92000001,12/12/2021,772,520443,565.5,1.365163572,920.3236074
nation,England,E92000001,11/12/2021,696,519671,565.5,1.230769231,918.9584439
nation,England,E92000001,10/12/2021,707,518975,565.5,1.250221043,917.7276746
nation,England,E92000001,09/12/2021,799,518268,565.5,1.41290893,916.4774536
nation,England,E92000001,08/12/2021,754,517469,565.5,1.333333333,915.0645447
nation,England,E92000001,07/12/2021,799,516715,565.5,1.41290893,913.7312113
nation,England,E92000001,06/12/2021,736,515916,565.5,1.301503095,912.3183024
nation,England,E92000001,05/12/2021,728,515180,565.5,1.287356322,911.0167993
nation,England,E92000001,04/12/2021,635,514452,565.5,1.122900088,909.729443
nation,England,E92000001,03/12/2021,624,513817,565.5,1.103448276,908.6065429
nation,England,E92000001,02/12/2021,719,513193,565.5,1.271441202,907.5030946
nation,England,E92000001,01/12/2021,698,512474,565.5,1.234305924,906.2316534
nation,England,E92000001,30/11/2021,699,511776,565.5,1.236074271,904.9973475
nation,England,E92000001,29/11/2021,669,511077,565.5,1.183023873,903.7612732
nation,England,E92000001,28/11/2021,607,510408,565.5,1.073386384,902.5782493
nation,England,E92000001,27/11/2021,609,509801,565.5,1.076923077,901.504863
nation,England,E92000001,26/11/2021,620,509192,565.5,1.096374889,900.4279399
nation,England,E92000001,25/11/2021,650,508572,565.5,1.149425287,899.331565
nation,England,E92000001,24/11/2021,752,507922,565.5,1.32979664,898.1821397
nation,England,E92000001,23/11/2021,659,507170,565.5,1.165340407,896.8523431
nation,England,E92000001,22/11/2021,602,506511,565.5,1.064544651,895.6870027
nation,England,E92000001,21/11/2021,648,505909,565.5,1.145888594,894.622458
nation,England,E92000001,20/11/2021,611,505261,565.5,1.08045977,893.4765694
nation,England,E92000001,19/11/2021,637,504650,565.5,1.126436782,892.3961096
nation,England,E92000001,18/11/2021,697,504013,565.5,1.232537577,891.2696729
nation,England,E92000001,17/11/2021,727,503316,565.5,1.285587975,890.0371353
nation,England,E92000001,16/11/2021,713,502589,565.5,1.260831123,888.7515473
nation,England,E92000001,15/11/2021,695,501876,565.5,1.229000884,887.4907162
nation,England,E92000001,14/11/2021,678,501181,565.5,1.198938992,886.2617153
nation,England,E92000001,13/11/2021,655,500503,565.5,1.15826702,885.0627763
nation,England,E92000001,12/11/2021,729,499848,565.5,1.289124668,883.9045093
nation,England,E92000001,11/11/2021,797,499119,565.5,1.409372237,882.6153846
nation,England,E92000001,10/11/2021,821,498322,565.5,1.451812555,881.2060124
nation,England,E92000001,09/11/2021,808,497501,565.5,1.42882405,879.7541998
nation,England,E92000001,08/11/2021,850,496693,565.5,1.503094607,878.3253758
nation,England,E92000001,07/11/2021,739,495843,565.5,1.306808134,876.8222812
nation,England,E92000001,06/11/2021,688,495104,565.5,1.216622458,875.515473
nation,England,E92000001,05/11/2021,686,494416,565.5,1.213085765,874.2988506
nation,England,E92000001,04/11/2021,717,493730,565.5,1.267904509,873.0857648
nation,England,E92000001,03/11/2021,807,493013,565.5,1.427055703,871.8178603
nation,England,E92000001,02/11/2021,891,492206,565.5,1.575596817,870.3908046
nation,England,E92000001,01/11/2021,899,491315,565.5,1.58974359,868.8152078
nation,England,E92000001,31/10/2021,860,490416,565.5,1.520778073,867.2254642
nation,England,E92000001,30/10/2021,741,489556,565.5,1.310344828,865.7046861
nation,England,E92000001,29/10/2021,840,488815,565.5,1.485411141,864.3943413
nation,England,E92000001,28/10/2021,888,487975,565.5,1.570291777,862.9089302
nation,England,E92000001,27/10/2021,955,487087,565.5,1.688770999,861.3386384
nation,England,E92000001,26/10/2021,911,486132,565.5,1.610963749,859.6498674
nation,England,E92000001,25/10/2021,865,485221,565.5,1.529619805,858.0389036
nation,England,E92000001,24/10/2021,829,484356,565.5,1.465959328,856.5092838
nation,England,E92000001,23/10/2021,756,483527,565.5,1.336870027,855.0433245
nation,England,E92000001,22/10/2021,760,482771,565.5,1.343943413,853.7064545
nation,England,E92000001,21/10/2021,799,482011,565.5,1.41290893,852.3625111
nation,England,E92000001,20/10/2021,903,481212,565.5,1.596816976,850.9496021
nation,England,E92000001,19/10/2021,894,480309,565.5,1.580901857,849.3527851
nation,England,E92000001,18/10/2021,896,479415,565.5,1.58443855,847.7718833
nation,England,E92000001,17/10/2021,828,478519,565.5,1.464190981,846.1874447
nation,England,E92000001,16/10/2021,743,477691,565.5,1.313881521,844.7232538
nation,England,E92000001,15/10/2021,752,476948,565.5,1.32979664,843.4093722
nation,England,E92000001,14/10/2021,730,476196,565.5,1.290893015,842.0795756
nation,England,E92000001,13/10/2021,752,475466,565.5,1.32979664,840.7886826
nation,England,E92000001,12/10/2021,760,474714,565.5,1.343943413,839.4588859
nation,England,E92000001,11/10/2021,685,473954,565.5,1.211317418,838.1149425
nation,England,E92000001,10/10/2021,606,473269,565.5,1.071618037,836.9036251
nation,England,E92000001,09/10/2021,613,472663,565.5,1.083996463,835.8320071
nation,England,E92000001,08/10/2021,619,472050,565.5,1.094606543,834.7480106
nation,England,E92000001,07/10/2021,634,471431,565.5,1.121131742,833.6534041
nation,England,E92000001,06/10/2021,632,470797,565.5,1.117595049,832.5322723
nation,England,E92000001,05/10/2021,658,470165,565.5,1.16357206,831.4146773
nation,England,E92000001,04/10/2021,627,469507,565.5,1.108753316,830.2511052
nation,England,E92000001,03/10/2021,577,468880,565.5,1.020335986,829.1423519
nation,England,E92000001,02/10/2021,549,468303,565.5,0.970822281,828.1220159
nation,England,E92000001,01/10/2021,520,467754,565.5,0.91954023,827.1511936
nation,England,E92000001,30/09/2021,552,467234,565.5,0.976127321,826.2316534
nation,England,E92000001,29/09/2021,625,466682,565.5,1.105216622,825.2555261
nation,England,E92000001,28/09/2021,596,466057,565.5,1.053934571,824.1503095
nation,England,E92000001,27/09/2021,617,465461,565.5,1.09106985,823.0963749
nation,England,E92000001,26/09/2021,535,464844,565.5,0.946065429,822.005305
nation,England,E92000001,25/09/2021,520,464309,565.5,0.91954023,821.0592396
nation,England,E92000001,24/09/2021,557,463789,565.5,0.984969054,820.1396994
nation,England,E92000001,23/09/2021,577,463232,565.5,1.020335986,819.1547303
nation,England,E92000001,22/09/2021,572,462655,565.5,1.011494253,818.1343943
nation,England,E92000001,21/09/2021,602,462083,565.5,1.064544651,817.1229001
nation,England,E92000001,20/09/2021,606,461481,565.5,1.071618037,816.0583554
nation,England,E92000001,19/09/2021,572,460875,565.5,1.011494253,814.9867374
nation,England,E92000001,18/09/2021,560,460303,565.5,0.990274094,813.9752431
nation,England,E92000001,17/09/2021,540,459743,565.5,0.954907162,812.9849691
nation,England,E92000001,16/09/2021,672,459203,565.5,1.188328912,812.0300619
nation,England,E92000001,15/09/2021,691,458531,565.5,1.221927498,810.841733
nation,England,E92000001,14/09/2021,701,457840,565.5,1.239610964,809.6198055
nation,England,E92000001,13/09/2021,688,457139,565.5,1.216622458,808.3801945
nation,England,E92000001,12/09/2021,658,456451,565.5,1.16357206,807.1635721
nation,England,E92000001,11/09/2021,649,455793,565.5,1.147656941,806
nation,England,E92000001,10/09/2021,680,455144,565.5,1.202475685,804.8523431
nation,England,E92000001,09/09/2021,790,454464,565.5,1.396993811,803.6498674
nation,England,E92000001,08/09/2021,900,453674,565.5,1.591511936,802.2528736
nation,England,E92000001,07/09/2021,801,452774,565.5,1.416445623,800.6613616
nation,England,E92000001,06/09/2021,831,451973,565.5,1.469496021,799.244916
nation,England,E92000001,05/09/2021,691,451142,565.5,1.221927498,797.77542
nation,England,E92000001,04/09/2021,752,450451,565.5,1.32979664,796.5534925
nation,England,E92000001,03/09/2021,688,449699,565.5,1.216622458,795.2236958
nation,England,E92000001,02/09/2021,788,449011,565.5,1.393457118,794.0070734
nation,England,E92000001,01/09/2021,835,448223,565.5,1.476569408,792.6136163
nation,England,E92000001,31/08/2021,798,447388,565.5,1.411140584,791.1370469
nation,England,E92000001,30/08/2021,808,446590,565.5,1.42882405,789.7259063
nation,England,E92000001,29/08/2021,701,445782,565.5,1.239610964,788.2970822
nation,England,E92000001,28/08/2021,688,445081,565.5,1.216622458,787.0574713
nation,England,E92000001,27/08/2021,749,444393,565.5,1.3244916,785.8408488
nation,England,E92000001,26/08/2021,777,443644,565.5,1.374005305,784.5163572
nation,England,E92000001,25/08/2021,843,442867,565.5,1.49071618,783.1423519
nation,England,E92000001,24/08/2021,818,442024,565.5,1.446507515,781.6516357
nation,England,E92000001,23/08/2021,831,441206,565.5,1.469496021,780.2051282
nation,England,E92000001,22/08/2021,726,440375,565.5,1.283819629,778.7356322
nation,England,E92000001,21/08/2021,757,439649,565.5,1.338638373,777.4518126
nation,England,E92000001,20/08/2021,733,438892,565.5,1.296198055,776.1131742
nation,England,E92000001,19/08/2021,824,438159,565.5,1.457117595,774.8169761
nation,England,E92000001,18/08/2021,795,437335,565.5,1.405835544,773.3598585
nation,England,E92000001,17/08/2021,832,436540,565.5,1.471264368,771.954023
nation,England,E92000001,16/08/2021,776,435708,565.5,1.372236958,770.4827586
nation,England,E92000001,15/08/2021,719,434932,565.5,1.271441202,769.1105217
nation,England,E92000001,14/08/2021,689,434213,565.5,1.218390805,767.8390805
nation,England,E92000001,13/08/2021,694,433524,565.5,1.227232538,766.6206897
nation,England,E92000001,12/08/2021,758,432830,565.5,1.34040672,765.3934571
nation,England,E92000001,11/08/2021,747,432072,565.5,1.320954907,764.0530504
nation,England,E92000001,10/08/2021,760,431325,565.5,1.343943413,762.7320955
nation,England,E92000001,09/08/2021,665,430565,565.5,1.175950486,761.3881521
nation,England,E92000001,08/08/2021,651,429900,565.5,1.151193634,760.2122016
nation,England,E92000001,07/08/2021,630,429249,565.5,1.114058355,759.061008
nation,England,E92000001,06/08/2021,657,428619,565.5,1.161803714,757.9469496
nation,England,E92000001,05/08/2021,693,427962,565.5,1.225464191,756.7851459
nation,England,E92000001,04/08/2021,747,427269,565.5,1.320954907,755.5596817
nation,England,E92000001,03/08/2021,680,426522,565.5,1.202475685,754.2387268
nation,England,E92000001,02/08/2021,686,425842,565.5,1.213085765,753.0362511
nation,England,E92000001,01/08/2021,645,425156,565.5,1.140583554,751.8231653
nation,England,E92000001,31/07/2021,593,424511,565.5,1.048629531,750.6825818
nation,England,E92000001,30/07/2021,650,423918,565.5,1.149425287,749.6339523
nation,England,E92000001,29/07/2021,758,423268,565.5,1.34040672,748.484527
nation,England,E92000001,28/07/2021,728,422510,565.5,1.287356322,747.1441202
nation,England,E92000001,27/07/2021,816,421782,565.5,1.442970822,745.8567639
nation,England,E92000001,26/07/2021,830,420966,565.5,1.467727675,744.4137931
nation,England,E92000001,25/07/2021,836,420136,565.5,1.478337754,742.9460654
nation,England,E92000001,24/07/2021,734,419300,565.5,1.297966401,741.4677277
nation,England,E92000001,23/07/2021,725,418566,565.5,1.282051282,740.1697613
nation,England,E92000001,22/07/2021,827,417841,565.5,1.462422635,738.88771
nation,England,E92000001,21/07/2021,783,417014,565.5,1.384615385,737.4252874
nation,England,E92000001,20/07/2021,805,416231,565.5,1.42351901,736.040672
nation,England,E92000001,19/07/2021,752,415426,565.5,1.32979664,734.617153
nation,England,E92000001,18/07/2021,698,414674,565.5,1.234305924,733.2873563
nation,England,E92000001,17/07/2021,622,413976,565.5,1.099911583,732.0530504
nation,England,E92000001,16/07/2021,593,413354,565.5,1.048629531,730.9531388
nation,England,E92000001,15/07/2021,658,412761,565.5,1.16357206,729.9045093
nation,England,E92000001,14/07/2021,636,412103,565.5,1.124668435,728.7409372
nation,England,E92000001,13/07/2021,621,411467,565.5,1.098143236,727.6162688
nation,England,E92000001,12/07/2021,610,410846,565.5,1.078691424,726.5181256
nation,England,E92000001,11/07/2021,502,410236,565.5,0.887709991,725.4394341
nation,England,E92000001,10/07/2021,442,409734,565.5,0.781609195,724.5517241
nation,England,E92000001,09/07/2021,451,409292,565.5,0.797524315,723.7701149
nation,England,E92000001,08/07/2021,488,408841,565.5,0.862953139,722.9725906
nation,England,E92000001,07/07/2021,461,408353,565.5,0.815207781,722.1096375
nation,England,E92000001,06/07/2021,458,407892,565.5,0.809902741,721.2944297
nation,England,E92000001,05/07/2021,416,407434,565.5,0.735632184,720.484527
nation,England,E92000001,04/07/2021,390,407018,565.5,0.689655172,719.7488948
nation,England,E92000001,03/07/2021,323,406628,565.5,0.57117595,719.0592396
nation,England,E92000001,02/07/2021,307,406305,565.5,0.542882405,718.4880637
nation,England,E92000001,01/07/2021,295,405998,565.5,0.521662246,717.9451813
nation,England,E92000001,30/06/2021,331,405703,565.5,0.585322723,717.423519
nation,England,E92000001,29/06/2021,283,405372,565.5,0.500442087,716.8381963
nation,England,E92000001,28/06/2021,244,405089,565.5,0.431476569,716.3377542
nation,England,E92000001,27/06/2021,226,404845,565.5,0.399646331,715.9062776
nation,England,E92000001,26/06/2021,223,404619,565.5,0.394341291,715.5066313
nation,England,E92000001,25/06/2021,206,404396,565.5,0.364279399,715.11229
nation,England,E92000001,24/06/2021,194,404190,565.5,0.34305924,714.7480106
nation,England,E92000001,23/06/2021,214,403996,565.5,0.378426172,714.4049514
nation,England,E92000001,22/06/2021,182,403782,565.5,0.32183908,714.0265252
nation,England,E92000001,21/06/2021,181,403600,565.5,0.320070734,713.7046861
nation,England,E92000001,20/06/2021,171,403419,565.5,0.302387268,713.3846154
nation,England,E92000001,19/06/2021,178,403248,565.5,0.314765694,713.0822281
nation,England,E92000001,18/06/2021,185,403070,565.5,0.32714412,712.7674624
nation,England,E92000001,17/06/2021,202,402885,565.5,0.357206012,712.4403183
nation,England,E92000001,16/06/2021,177,402683,565.5,0.312997347,712.0831123
nation,England,E92000001,15/06/2021,188,402506,565.5,0.33244916,711.7701149
nation,England,E92000001,14/06/2021,185,402318,565.5,0.32714412,711.4376658
nation,England,E92000001,13/06/2021,187,402133,565.5,0.330680813,711.1105217
nation,England,E92000001,12/06/2021,137,401946,565.5,0.242263484,710.7798408
nation,England,E92000001,11/06/2021,144,401809,565.5,0.25464191,710.5375774
nation,England,E92000001,10/06/2021,162,401665,565.5,0.286472149,710.2829355
nation,England,E92000001,09/06/2021,158,401503,565.5,0.279398762,709.9964633
nation,England,E92000001,08/06/2021,147,401345,565.5,0.25994695,709.7170645
nation,England,E92000001,07/06/2021,131,401198,565.5,0.231653404,709.4571176
nation,England,E92000001,06/06/2021,121,401067,565.5,0.213969938,709.2254642
nation,England,E92000001,05/06/2021,96,400946,565.5,0.169761273,709.0114943
nation,England,E92000001,04/06/2021,96,400850,565.5,0.169761273,708.841733
nation,England,E92000001,03/06/2021,93,400754,565.5,0.164456233,708.6719717
nation,England,E92000001,02/06/2021,101,400661,565.5,0.178603006,708.5075155
nation,England,E92000001,01/06/2021,115,400560,565.5,0.203359859,708.3289125
nation,England,E92000001,31/05/2021,98,400445,565.5,0.173297966,708.1255526
nation,England,E92000001,30/05/2021,80,400347,565.5,0.141467728,707.9522546
nation,England,E92000001,29/05/2021,69,400267,565.5,0.122015915,707.8107869
nation,England,E92000001,28/05/2021,92,400198,565.5,0.162687887,707.688771
nation,England,E92000001,27/05/2021,83,400106,565.5,0.146772767,707.5260831
nation,England,E92000001,26/05/2021,95,400023,565.5,0.167992927,707.3793103
nation,England,E92000001,25/05/2021,88,399928,565.5,0.1556145,707.2113174
nation,England,E92000001,24/05/2021,98,399840,565.5,0.173297966,707.0557029
nation,England,E92000001,23/05/2021,77,399742,565.5,0.136162688,706.882405
nation,England,E92000001,22/05/2021,75,399665,565.5,0.132625995,706.7462423
nation,England,E92000001,21/05/2021,85,399590,565.5,0.150309461,706.6136163
nation,England,E92000001,20/05/2021,98,399505,565.5,0.173297966,706.4633068
nation,England,E92000001,19/05/2021,93,399407,565.5,0.164456233,706.2900088
nation,England,E92000001,18/05/2021,90,399314,565.5,0.159151194,706.1255526
nation,England,E92000001,17/05/2021,74,399224,565.5,0.130857648,705.9664014
nation,England,E92000001,16/05/2021,59,399150,565.5,0.104332449,705.8355438
nation,England,E92000001,15/05/2021,70,399091,565.5,0.123784262,705.7312113
nation,England,E92000001,14/05/2021,72,399021,565.5,0.127320955,705.6074271
nation,England,E92000001,13/05/2021,74,398949,565.5,0.130857648,705.4801061
nation,England,E92000001,12/05/2021,93,398875,565.5,0.164456233,705.3492485
nation,England,E92000001,11/05/2021,79,398782,565.5,0.139699381,705.1847922
nation,England,E92000001,10/05/2021,76,398703,565.5,0.134394341,705.0450928
nation,England,E92000001,09/05/2021,76,398627,565.5,0.134394341,704.9106985
nation,England,E92000001,08/05/2021,80,398551,565.5,0.141467728,704.7763042
nation,England,E92000001,07/05/2021,77,398471,565.5,0.136162688,704.6348364
nation,England,E92000001,06/05/2021,88,398394,565.5,0.1556145,704.4986737
nation,England,E92000001,05/05/2021,96,398306,565.5,0.169761273,704.3430592
nation,England,E92000001,04/05/2021,76,398210,565.5,0.134394341,704.173298
nation,England,E92000001,03/05/2021,98,398134,565.5,0.173297966,704.0389036
nation,England,E92000001,02/05/2021,92,398036,565.5,0.162687887,703.8656057
nation,England,E92000001,01/05/2021,68,397944,565.5,0.120247569,703.7029178
nation,England,E92000001,30/04/2021,82,397876,565.5,0.145004421,703.5826702
nation,England,E92000001,29/04/2021,80,397794,565.5,0.141467728,703.4376658
nation,England,E92000001,28/04/2021,89,397714,565.5,0.157382847,703.2961981
nation,England,E92000001,27/04/2021,128,397625,565.5,0.226348364,703.1388152
nation,England,E92000001,26/04/2021,108,397497,565.5,0.190981432,702.9124668
nation,England,E92000001,25/04/2021,107,397389,565.5,0.189213086,702.7214854
nation,England,E92000001,24/04/2021,99,397282,565.5,0.175066313,702.5322723
nation,England,E92000001,23/04/2021,124,397183,565.5,0.219274978,702.357206
nation,England,E92000001,22/04/2021,92,397059,565.5,0.162687887,702.137931
nation,England,E92000001,21/04/2021,126,396967,565.5,0.222811671,701.9752431
nation,England,E92000001,20/04/2021,98,396841,565.5,0.173297966,701.7524315
nation,England,E92000001,19/04/2021,138,396743,565.5,0.24403183,701.5791335
nation,England,E92000001,18/04/2021,112,396605,565.5,0.198054819,701.3351017
nation,England,E92000001,17/04/2021,135,396493,565.5,0.23872679,701.1370469
nation,England,E92000001,16/04/2021,118,396358,565.5,0.208664898,700.8983201
nation,England,E92000001,15/04/2021,127,396240,565.5,0.224580018,700.6896552
nation,England,E92000001,14/04/2021,156,396113,565.5,0.275862069,700.4650752
nation,England,E92000001,13/04/2021,153,395957,565.5,0.270557029,700.1892131
nation,England,E92000001,12/04/2021,173,395804,565.5,0.305923961,699.9186561
nation,England,E92000001,11/04/2021,175,395631,565.5,0.309460654,699.6127321
nation,England,E92000001,10/04/2021,151,395456,565.5,0.267020336,699.3032714
nation,England,E92000001,09/04/2021,167,395305,565.5,0.295313882,699.0362511
nation,England,E92000001,08/04/2021,167,395138,565.5,0.295313882,698.7409372
nation,England,E92000001,07/04/2021,189,394971,565.5,0.334217507,698.4456233
nation,England,E92000001,06/04/2021,183,394782,565.5,0.323607427,698.1114058
nation,England,E92000001,05/04/2021,188,394599,565.5,0.33244916,697.7877984
nation,England,E92000001,04/04/2021,156,394411,565.5,0.275862069,697.4553492
nation,England,E92000001,03/04/2021,179,394255,565.5,0.316534041,697.1794872
nation,England,E92000001,02/04/2021,178,394076,565.5,0.314765694,696.8629531
nation,England,E92000001,01/04/2021,180,393898,565.5,0.318302387,696.5481874
nation,England,E92000001,31/03/2021,225,393718,565.5,0.397877984,696.2298851
nation,England,E92000001,30/03/2021,217,393493,565.5,0.383731211,695.8320071
nation,England,E92000001,29/03/2021,206,393276,565.5,0.364279399,695.4482759
nation,England,E92000001,28/03/2021,221,393070,565.5,0.390804598,695.0839965
nation,England,E92000001,27/03/2021,217,392849,565.5,0.383731211,694.6931919
nation,England,E92000001,26/03/2021,245,392632,565.5,0.433244916,694.3094607
nation,England,E92000001,25/03/2021,288,392387,565.5,0.50928382,693.8762157
nation,England,E92000001,24/03/2021,277,392099,565.5,0.489832007,693.3669319
nation,England,E92000001,23/03/2021,295,391822,565.5,0.521662246,692.8770999
nation,England,E92000001,22/03/2021,294,391527,565.5,0.519893899,692.3554377
nation,England,E92000001,21/03/2021,279,391233,565.5,0.4933687,691.8355438
nation,England,E92000001,20/03/2021,287,390954,565.5,0.507515473,691.3421751
nation,England,E92000001,19/03/2021,283,390667,565.5,0.500442087,690.8346596
nation,England,E92000001,18/03/2021,351,390384,565.5,0.620689655,690.3342175
nation,England,E92000001,17/03/2021,343,390033,565.5,0.606542882,689.7135279
nation,England,E92000001,16/03/2021,364,389690,565.5,0.643678161,689.106985
nation,England,E92000001,15/03/2021,431,389326,565.5,0.762157383,688.4633068
nation,England,E92000001,14/03/2021,357,388895,565.5,0.631299735,687.7011494
nation,England,E92000001,13/03/2021,385,388538,565.5,0.680813439,687.0698497
nation,England,E92000001,12/03/2021,386,388153,565.5,0.682581786,686.3890363
nation,England,E92000001,11/03/2021,449,387767,565.5,0.793987622,685.7064545
nation,England,E92000001,10/03/2021,494,387318,565.5,0.873563218,684.9124668
nation,England,E92000001,09/03/2021,483,386824,565.5,0.854111406,684.0389036
nation,England,E92000001,08/03/2021,501,386341,565.5,0.885941645,683.1847922
nation,England,E92000001,07/03/2021,461,385840,565.5,0.815207781,682.2988506
nation,England,E92000001,06/03/2021,528,385379,565.5,0.933687003,681.4836428
nation,England,E92000001,05/03/2021,487,384851,565.5,0.861184792,680.5499558
nation,England,E92000001,04/03/2021,596,384364,565.5,1.053934571,679.688771
nation,England,E92000001,03/03/2021,607,383768,565.5,1.073386384,678.6348364
nation,England,E92000001,02/03/2021,683,383161,565.5,1.207780725,677.56145
nation,England,E92000001,01/03/2021,704,382478,565.5,1.244916004,676.3536693
nation,England,E92000001,28/02/2021,662,381774,565.5,1.170645447,675.1087533
nation,England,E92000001,27/02/2021,624,381112,565.5,1.103448276,673.9381079
nation,England,E92000001,26/02/2021,718,380488,565.5,1.269672856,672.8346596
nation,England,E92000001,25/02/2021,832,379770,565.5,1.471264368,671.5649867
nation,England,E92000001,24/02/2021,874,378938,565.5,1.545534925,670.0937224
nation,England,E92000001,23/02/2021,976,378064,565.5,1.725906278,668.5481874
nation,England,E92000001,22/02/2021,980,377088,565.5,1.732979664,666.8222812
nation,England,E92000001,21/02/2021,1008,376108,565.5,1.782493369,665.0893015
nation,England,E92000001,20/02/2021,904,375100,565.5,1.598585323,663.3068081
nation,England,E92000001,19/02/2021,1068,374196,565.5,1.888594164,661.7082228
nation,England,E92000001,18/02/2021,1149,373128,565.5,2.031830239,659.8196286
nation,England,E92000001,17/02/2021,1233,371979,565.5,2.180371353,657.7877984
nation,England,E92000001,16/02/2021,1311,370746,565.5,2.318302387,655.6074271
nation,England,E92000001,15/02/2021,1322,369435,565.5,2.3377542,653.2891247
nation,England,E92000001,14/02/2021,1364,368113,565.5,2.412024757,650.9513705
nation,England,E92000001,13/02/2021,1240,366749,565.5,2.192749779,648.5393457
nation,England,E92000001,12/02/2021,1318,365509,565.5,2.330680813,646.3465959
nation,England,E92000001,11/02/2021,1440,364191,565.5,2.546419098,644.0159151
nation,England,E92000001,10/02/2021,1535,362751,565.5,2.714412025,641.469496
nation,England,E92000001,09/02/2021,1531,361216,565.5,2.707338638,638.755084
nation,England,E92000001,08/02/2021,1739,359685,565.5,3.07515473,636.0477454
nation,England,E92000001,07/02/2021,1675,357946,565.5,2.961980548,632.9725906
nation,England,E92000001,06/02/2021,1679,356271,565.5,2.969053935,630.0106101
nation,England,E92000001,05/02/2021,1757,354592,565.5,3.106984969,627.0415561
nation,England,E92000001,04/02/2021,1907,352835,565.5,3.372236958,623.9345712
nation,England,E92000001,03/02/2021,2096,350928,565.5,3.706454465,620.5623342
nation,England,E92000001,02/02/2021,2222,348832,565.5,3.929266136,616.8558798
nation,England,E92000001,01/02/2021,2347,346610,565.5,4.150309461,612.9266136
nation,England,E92000001,31/01/2021,2183,344263,565.5,3.860300619,608.7763042
nation,England,E92000001,30/01/2021,2193,342080,565.5,3.877984085,604.9160035
nation,England,E92000001,29/01/2021,2379,339887,565.5,4.206896552,601.0380195
nation,England,E92000001,28/01/2021,2719,337508,565.5,4.808134394,596.8311229
nation,England,E92000001,27/01/2021,2742,334789,565.5,4.848806366,592.0229885
nation,England,E92000001,26/01/2021,2799,332047,565.5,4.949602122,587.1741821
nation,England,E92000001,25/01/2021,2648,329248,565.5,4.682581786,582.22458
nation,England,E92000001,24/01/2021,2824,326600,565.5,4.993810787,577.5419982
nation,England,E92000001,23/01/2021,2780,323776,565.5,4.916003537,572.5481874
nation,England,E92000001,22/01/2021,3016,320996,565.5,5.333333333,567.6321839
nation,England,E92000001,21/01/2021,3237,317980,565.5,5.724137931,562.2988506
nation,England,E92000001,20/01/2021,3679,314743,565.5,6.505747126,556.5747126
nation,England,E92000001,19/01/2021,3768,311064,565.5,6.663129973,550.0689655
nation,England,E92000001,18/01/2021,3711,307296,565.5,6.562334218,543.4058355
nation,England,E92000001,17/01/2021,3424,303585,565.5,6.054818744,536.8435013
nation,England,E92000001,16/01/2021,3569,300161,565.5,6.311229001,530.7886826
nation,England,E92000001,15/01/2021,3295,296592,565.5,5.826702034,524.4774536
